"Close-Close %Chg","Open","High","Low","Close","5 EMA","20 EMA","100 SMA","200 SMA","BB MA","Upper BB","Lower BB","RSI","Date"
"0","839.14","844.77","834.81","839.14","844.03013429555","856.37056062269","897.2297","925.16015","857.978","878.50723242581","837.4487675742","29.273481657004","1977-09-23T06:30:00-07:00"
"0.29911576137474","839.14","844.16","831.51","841.65","843.23675619704","854.96860246815","896.3043","924.5147","857.2895","879.00505431008","835.57394568992","32.562300881777","1977-09-26T06:30:00-07:00"
"-0.6891225568823","841.65","845.55","831.95","835.85","840.77450413136","853.14778318547","895.2556","923.8282","855.8775","879.2499494864","832.50505051361","29.185093239001","1977-09-27T06:30:00-07:00"
"-0.13519172100257","835.85","841.56","830.3","834.72","838.75633608757","851.39275621542","894.1684","923.1306","854.669","879.7317699186","829.6062300814","28.563523880267","1977-09-28T06:30:00-07:00"
"0.64332949971249","834.72","843.56","832.55","840.09","839.20089072505","850.31630324253","893.2019","922.4279","853.599","879.22646721767","827.97153278233","35.584528044996","1977-09-29T06:30:00-07:00"
"0.83562475449059","840.09","848.84","839.14","847.11","841.83726048336","850.01094102895","892.3421","921.7445","852.7115","877.94393648547","827.47906351453","43.414051306848","1977-09-30T06:30:00-07:00"
"0.57253485379702","847.11","853.6","842.08","851.96","845.21150698891","850.19656569286","891.5003","921.0978","851.694","875.26999066837","828.11800933163","48.106974312374","1977-10-03T06:30:00-07:00"
"-1.1690689703742","851.96","855.77","839.66","842","844.14100465927","849.41594038878","890.6513","920.4125","850.1305","871.85005752296","828.41094247704","40.650942824102","1977-10-04T06:30:00-07:00"
"-0.54631828978623","842","843.73","832.38","837.4","841.89400310618","848.27156511366","889.7699","919.73745","848.181","866.91700373597","829.44499626403","37.7415485316","1977-10-05T06:30:00-07:00"
"0.55887270121806","837.4","845.2","834.98","842.08","841.95600207079","847.68189224569","888.9073","919.0559","846.877","863.36482957199","830.38917042801","42.268612777397","1977-10-06T06:30:00-07:00"
"-0.2054436633099","842.08","845.98","836.11","840.35","841.42066804719","846.98361679372","887.9858","918.33495","846.041","862.06578817316","830.01621182684","41.079485683752","1977-10-07T06:30:00-07:00"
